"INSPECTION_ID","FACILITYID","INSPECTION_DATE","REQUIRE_REINSPECTION","CERTIFIED_FOOD_HANDLER","INSPECTION_TYPE","CHARGE_REVOCKED","Actions","CHARGE_DATE"
"{8F42E938-EE65-4B88-B41B-00DB45BF8365}","5C21AB5D-A412-424A-9A84-E61FB8DA7DAD","2011/11/08","N","No","Compliance Inspection","","",""
"{9DA3DE21-A411-4E4D-BC3C-00DC74884A76}","D634EDA5-53C8-4469-82AB-87A410D7AB5D","2012/05/10","N","No","Compliance Inspection","","",""
"{D83D603E-BA54-4B91-AD1A-00DD0B13BCC8}","0AC3CF4C-068D-407D-A090-CC49768BD790","2011/09/20","N","Yes","Compliance Inspection","","",""
"{52B98376-C0B2-4C0B-8B85-00E26FCC4468}","CB6509AF-BA34-481A-A3FD-AECD0E867D78","2013/02/11","Y","Yes","Compliance Inspection","","Re-inspection Required",""
"{5AAFBDBC-140F-49BA-BC22-00E2AFAFE1E4}","A54292A4-F32E-48DB-AEAB-3E48BC53687A","2011/09/26","N","No","Compliance Inspection","","",""
"{E62A6F6A-A6C8-4F0E-A869-00E37C5A6EAD}","96A407DB-96EB-471F-B771-973A35F4C19E","2013/02/14","N","No","Compliance Inspection","","",""
"{C565FBD5-D081-43CD-9935-00E4E73B5B42}","F8F99038-C01F-41E3-B68A-70CAC9491727","2012/10/12","N","Yes","Compliance Inspection","","",""
"{2124BECF-49B4-4E95-A132-00E627852E5F}","A54292A4-F32E-48DB-AEAB-3E48BC53687A","2012/02/16","N","Yes","Compliance Inspection","","",""
"{62088445-611B-4C22-A799-00E8FB3FE4D6}","DCF92B0B-13AA-4040-A453-9A3ED6315355","2012/10/18","N","No","Compliance Inspection","","",""
"{21484514-4BDD-404B-A142-00EA38AB4161}","48746686-16A9-4349-B156-AB7830E0539A","2011/12/12","N","No","Compliance Inspection","","",""
"{6681137B-8B21-43D6-8B79-00EA4286D86F}","3B1F08B1-58A3-41D8-BE6A-9694C33EA395","2011/09/29","N","No","Re-inspection","","",""
"{D46EBC4F-6075-4AF1-A09F-00F68626F16B}","A7AC00CA-8031-44D4-8046-33ABC7D0C4B9","2011/07/15","N","Yes","Compliance Inspection","","",""
"{273CB9DF-6656-48C9-B8BA-010D317829E1}","C7F4E643-EA3F-4AD2-A671-5BAD947DE2A2","2013/01/30","N","Yes","Compliance Inspection","","",""
"{79FBFAEC-A23B-41D0-9C1B-010D3C963412}","955DFBB7-0425-4233-87EA-930C6E084F7B","2011/03/21","N","No","Compliance Inspection","","",""
"{F10D90CD-095F-4AD8-924E-0111A9169D65}","9DABC4D3-A21C-4820-B91E-695DAC0D69D4","2011/03/09","N","No","Compliance Inspection","","",""
"{9ACE0499-6E9C-4E5E-A7B6-011277A479FF}","C692DB48-8F8D-4B71-98FB-DBEA5ABC489B","2011/10/25","Y","Yes","Compliance Inspection","","Re-inspection Required",""
"{09A11F72-3C0A-4462-AFB3-01156430C2CE}","1B11EFC5-1E0C-468C-9870-DB84DF2E3A2C","2011/09/08","N","No","Compliance Inspection","","",""
"{FA805F4B-DA1D-4EA4-B077-0117CB4F4CB3}","3A4D3526-F53D-49B9-9F86-5EF74300511F","2013/01/25","N","No","Compliance Inspection","","",""
"{0E41C509-3C64-4F5A-864F-0119E05A8689}","5665B45A-24CC-47E3-A2D5-1B8471EA9E87","2011/08/30","N","No","Compliance Inspection","","",""
"{31D72FC9-BF85-4401-8F63-011AE0C3B968}","D2DC8685-FE96-4D0F-ABB9-7B638673D74B","2012/08/15","N","No","Compliance Inspection","","",""
"{91659F27-B9C8-4BA0-95E1-011D42641346}","68C52B2F-3BE6-424B-9E66-0015C64612E8","2012/09/14","N","Yes","Compliance Inspection","","",""
"{228DDF7D-5EB5-4FDD-B169-011EF8984FEC}","CB85028D-BFF8-4413-87EB-250129BE3C6E","2012/08/22","N","Yes","Compliance Inspection","","",""
"{9F5AC72F-CDFB-4C04-8AD4-0125388DEAF3}","04FB87F9-7E1D-4E45-9838-980E59A58327","2011/06/29","N","No","Compliance Inspection","","",""
"{80DC697B-5BFE-49A8-BCF5-01262BB58CB5}","B04915C4-E410-44C9-8FAD-38C8EFA16A32","2012/10/26","Y","No","Compliance Inspection","","Re-inspection Required",""
"{3301AAFE-814E-4F34-9405-012AB9A808D8}","7542DC32-966A-4689-82B2-F4148834203D","2011/03/29","N","Yes","Compliance Inspection","","",""
"{DCC5B38F-67BB-4C98-AE62-0136D08E26AC}","1FCD80B7-9847-4D49-BF41-7868A3C058D5","2011/09/27","N","Yes","Compliance Inspection","","",""
"{D1A20BEF-0159-4DC2-A006-01384824D0EC}","5EB8E07C-6D80-46B1-A45B-6FA41909A85F","2011/09/20","N","No","Compliance Inspection","","",""
"{155794AD-E30C-4FBF-989C-013A83B5C626}","D8C18F6A-F6AF-4361-82C6-2F6359BB0698","2011/11/02","N","Yes","Compliance Inspection","","",""
"{14D29F7B-01E9-47A5-A7A7-013E9D0E35D3}","488B7AD6-6946-4B4B-91D8-24E9B8B5B960","2012/03/31","N","No","Compliance Inspection","","",""
"{246EAC3E-A440-4849-AAFA-0141501617EE}","C76D45E7-2A12-4771-A654-E051DAB42FF5","2011/08/22","N","Yes","Compliance Inspection","","",""
"{ED5A56EF-3D09-4829-81A6-01437260EFC7}","F4D30915-703F-424E-B97F-047D54C0E2CB","2011/07/15","N","No","Re-inspection","","",""
"{D77FB6A4-EE8D-412A-96C0-0146A50E1179}","760E4701-D32D-41DC-9509-AA25B0627557","2012/09/13","N","No","Compliance Inspection","","",""
"{2C32FF49-C76D-4F98-B910-0146BA6E9E24}","E488737C-52F6-47B7-8A39-79C3B1A8A958","2012/08/01","N","Yes","Compliance Inspection","","",""
"{823F903C-5AB5-4196-93DF-014C96185772}","C01E4D78-7EE9-4052-9C6A-8CA88197CD13","2012/06/27","N","No","Compliance Inspection","","",""
"{CFC2E7FA-DD87-4235-AF91-014D540BCCDF}","0A1E44F1-A180-4E89-BA72-54194D4C0C42","2012/06/05","N","No","Compliance Inspection","","",""
"{77712E17-0E8A-4E44-9338-01584A67DDAB}","464F79CF-181F-4BDC-9D31-FD50903C35F3","2012/10/16","N","Yes","Compliance Inspection","","",""
"{D4D69C03-B2FA-4C9E-8A8D-0159534745E1}","4276A0D3-837C-4D9F-B8A6-81896AEE95BD","2011/08/30","N","No","Compliance Inspection","","",""
"{8B631500-F3AE-4B25-A33F-015CC330F8A8}","0E0AEBC8-158D-44E1-A055-ACC3F9DF2A38","2013/01/09","N","No","Compliance Inspection","","",""
"{C3555DDC-4BF4-480F-A441-0160B41F7710}","C9518E34-4197-4F97-83E3-4C3EF4881C4F","2012/01/25","N","No","Compliance Inspection","","",""
"{008F531A-F95F-4442-A006-016B6863F254}","A311E25C-6488-4C17-AA1F-481070809A5E","2012/11/08","N","Yes","Compliance Inspection","","",""
"{F4F0641C-7C7C-4273-B689-016B7898B893}","84597ED8-0D1F-4C72-A922-15B09DE91171","2012/10/19","N","No","Re-inspection","","",""
"{53D38F89-976E-4F38-A275-017F9EAB5E1A}","8BAC5EA4-75CC-4E0B-B06A-CC2E9F3A7D2D","2012/12/12","N","No","Compliance Inspection","","",""
"{403C790F-38CA-465F-BD0B-0181EBB4428C}","38D3A359-BC5B-48E3-989C-5137FFE16FDD","2011/12/07","N","Yes","Compliance Inspection","","",""
"{AFAEF89E-7748-40CF-A5CD-0182B27B2BE1}","F94F09FD-6776-4965-8EE2-3BE42EEA2276","2011/11/25","N","No","Compliance Inspection","","",""
"{D45EF92D-6F55-42EC-96B3-0182BB5F80D5}","8AD07574-79DD-4470-8881-B0D98ECE6D6E","2011/11/24","N","No","Compliance Inspection","","",""
"{2DE98AC0-02A0-4EE0-BC78-01949D766245}","9746CCB0-0394-4246-A78D-6365CC2AC1E8","2012/11/05","N","No","Compliance Inspection","","",""
"{244B72CF-3825-451A-8409-019805218B76}","A8FE8118-A747-419C-84FD-7822F5C656F2","2011/11/15","N","Yes","Compliance Inspection","","",""
"{0DDE9446-1F65-4163-9622-0198FB74FFAA}","928B9D49-75C2-45C6-9EB3-AA4C4094A2BB","2012/10/10","Y","Yes","Compliance Inspection","","Re-inspection Required",""
"{A8B289C9-96BD-4735-AD0C-01993B8FB450}","3A9C5FBE-FBF8-4472-9A7A-67642D944B62","2011/08/18","Y","No","Compliance Inspection","","Re-inspection Required",""
"{BCA44FA1-F5DC-45D1-9A01-019A5B98AA95}","6220F3D6-E454-42B3-A5DD-014D91843F96","2012/02/27","N","Yes","Compliance Inspection","","",""
"{E2CC27D6-9F9C-4E92-9780-019D7BF329E0}","066822C4-E53F-4002-A684-19DF5065D259","2012/06/21","N","No","Compliance Inspection","","",""
"{F1FE5C81-83AF-4C14-A353-019FADD908E9}","A6C16BBE-3B55-4AE9-8F55-1F17EDF0E938","2011/03/10","N","No","Compliance Inspection","","",""
"{5110A19C-A2EB-4C91-8930-01B62699A855}","C65108B2-4EE5-4C51-9063-5263430B1A71","2011/05/04","Y","No","Compliance Inspection","","Re-inspection Required",""
"{DAA26123-A351-4813-9AB1-01B90083D075}","067BD38E-4115-4961-A016-A76C5F03D004","2011/10/27","N","No","Compliance Inspection","","",""
"{2A526691-98E5-4C25-AD2D-01BB668B3783}","005F45DC-59D5-4B5A-AE7A-8E6696F12005","2012/04/20","Y","No","Re-inspection","","Re-inspection Required",""
"{EC82F9E5-C6E2-4B30-913E-01BBCED2AB60}","C682A7E3-4A9F-44A0-9FB8-CE10C31E72FE","2011/08/26","N","No","Re-inspection","","",""
"{6190D88F-8255-44D4-B0EF-01BD3DFF971B}","3F78AE65-2E16-4BEB-AFD6-2DAE46A74940","2012/05/29","N","No","Compliance Inspection","","",""
"{8D19C2AE-FE15-4E70-9BAB-01CE39397CCC}","E5ACA126-EE18-4341-B520-8856A95ACF69","2011/05/24","N","Yes","Compliance Inspection","","",""
"{03C18031-35BA-4CE3-9D3A-01D7D8E11B6F}","8D5C992A-28F8-4348-818D-CC530541E5F9","2011/11/23","N","No","Compliance Inspection","","",""
"{6780A279-8A52-4AF5-B7BB-01DA1E0917BC}","7B3D606E-7FB3-4AA4-9A80-0ACC68D80848","2012/12/11","N","Yes","Compliance Inspection","","",""
"{C37BAB7C-2748-4576-8AC9-01DC62864580}","9673DC13-B3D9-4885-90F2-650A9FEB8D13","2012/08/10","N","No","Compliance Inspection","","",""
"{7704E0AE-2322-45E4-8426-01DDDC6C08B8}","0A07DD08-CB3A-4E4B-9432-3173B1E31E28","2012/10/01","N","No","Re-inspection","","",""
"{155669CF-C1D8-4A78-8A25-01DE879FB4D8}","FE2802B0-E330-4443-833B-D75140A0516B","2012/11/21","N","No","Compliance Inspection","","",""
"{A002B94C-5D54-4E08-9B5B-01E0D5427A38}","D2C96264-6E31-4791-8C3A-CF8E9BA8F09F","2012/09/28","N","Yes","Compliance Inspection","","",""
"{4AE93468-488A-45EA-831B-01E39DAC3955}","F5E03B50-2D25-4934-B46C-F630FA000773","2012/09/21","N","Yes","Compliance Inspection","","",""
"{38444EC1-CAC8-4A53-9D70-01E937D2EE0D}","1792149C-BBB6-4E5B-83DB-52B7914162D4","2012/04/03","N","Yes","Compliance Inspection","","",""
"{AE47D3E7-70B9-4AFC-BBE6-01ECE747A04C}","28C3B204-8D0C-4256-8F1E-C51291522C89","2012/12/04","N","No","Compliance Inspection","","",""
"{7A79AACB-C942-408B-B218-01EEF1FF9BE5}","77238B24-9AD3-4917-8FDD-7224C14C9EBD","2011/08/12","N","No","Compliance Inspection","","",""
"{E724AEAF-20E1-4026-95F1-01F9A1503B48}","4E0FCD0F-D6B0-4754-BC33-A47535FFF9FD","2012/10/31","N","No","Compliance Inspection","","",""
"{92D1840F-F659-47B7-8FC0-01FCE1DCD677}","9017CEA2-5928-400A-8B15-9DE83F05955E","2011/09/08","N","Yes","Compliance Inspection","","",""
"{09BA95C4-548F-44BD-B5A8-01FF5B08C663}","DCBEAF24-7CA6-41FA-9149-1AB6BEED6770","2012/11/28","N","No","Compliance Inspection","","",""
"{70FA6AC7-805F-47BF-ACC0-020DA39770B3}","EAE2C9C4-472C-4692-BA29-A96F16BA9D7C","2012/08/23","N","Yes","Compliance Inspection","","",""
"{2087C95E-2FC0-4FDF-87C2-0210FD3E485B}","3D5632C9-3923-4A91-9DB8-2F930CA60C48","2011/03/29","N","No","Compliance Inspection","","",""
"{D340FDAC-8B25-488F-AAC5-021688C45E96}","D5C698FF-BA0E-4E45-B294-11FAE38EE240","2011/10/26","N","Yes","Compliance Inspection","","",""
"{C4CBA33F-3569-4D03-BB93-02194E7FAE80}","9F25010B-1463-4B02-BA5F-E618F4428FEA","2011/10/01","N","No","Compliance Inspection","","",""
"{ABF880DA-9245-49FE-8185-021BE36E703F}","0F7C17FF-2C4C-4341-9A08-B9D99A7366B2","2012/09/06","N","No","Compliance Inspection","","",""
"{7EED4DE2-2E03-4DC8-A13D-02215EF2AB4E}","E2C86EDD-EAE2-43F6-B5BB-29666F23A073","2012/11/13","N","Yes","Compliance Inspection","","",""
"{395C9604-99F2-4D7A-8EE3-0225BBE8A21F}","68FBFCAB-4425-4086-890E-95768B6288C2","2011/08/17","N","Yes","Compliance Inspection","","",""
"{46D11135-10D6-4D37-B265-022B47B614DB}","D2A498C5-10DB-4F47-B009-4E06843F97F8","2012/07/06","N","Yes","Compliance Inspection","","",""
"{DAAFFE26-B90D-40FA-8AB5-022CDA901FA2}","A7AC00CA-8031-44D4-8046-33ABC7D0C4B9","2013/02/11","N","No","Re-inspection","","",""
"{39DE6B1A-7B82-43D2-B7EB-0231DAFA5A5B}","966FFE7B-01F2-4058-BA90-EB45A341BF2A","2012/04/24","N","No","Compliance Inspection","","",""
"{C3076AA2-0CEF-4479-9F98-02374FD4BB31}","A8DB4C47-A5F7-40BC-941D-614E23097E8B","2012/11/05","N","No","Compliance Inspection","","",""
"{B7C344CE-D269-42D0-9F64-023EF7DBD4F2}","20FBF6B0-3192-4CD8-AF80-2FE2E7C684FF","2012/03/27","Y","Yes","Compliance Inspection","","Re-inspection Required",""
"{91F84926-76CE-4EC0-9DDC-0241AB7C1360}","38BA9C80-D5CC-4F2E-9251-26731CE68D57","2012/03/13","N","No","Compliance Inspection","","",""
"{6CCB0B3D-4294-4606-8FEE-02447CE24CD2}","B0BC9BEC-F462-459D-BBE8-6BDE6DDCD3BF","2011/03/25","N","No","Compliance Inspection","","",""
"{05871A6A-2CD4-487E-B8F5-024C9C3813CE}","E64B3946-D592-497E-97CD-019D2E611F08","2011/04/15","N","No","Compliance Inspection","","",""
"{91C8F612-72DB-4E00-8682-0250EAD73A99}","6B9A1799-1499-45DD-BD83-96ADAA49F871","2012/04/03","N","No","Compliance Inspection","","",""
"{74DD8DBE-CEC9-4A7C-B6BC-025EFCED05C6}","962703B8-8A4A-4605-8A29-E21452BC81B4","2011/07/13","N","No","Re-inspection","","",""
"{7908E076-6044-4AD4-97F3-025F2C64DD70}","ACFE707E-2F25-4FDA-912C-E3723F808EA1","2011/10/31","N","No","Compliance Inspection","","",""
"{A716BAC9-170A-450B-A2F4-0260664544B9}","B055ABE9-C896-433B-B2DC-702C14DCF8C4","2011/06/08","N","Yes","Compliance Inspection","","",""
"{89200591-1B3B-4ED7-B272-0266AA73289F}","E90B6EFF-AF5F-447D-8258-7EE120CF7C57","2011/03/25","N","No","Compliance Inspection","","",""
"{FA5F6D95-505E-4EDD-86F2-026746119C8D}","AFB64F4C-BEEA-4467-878A-909743761E3F","2011/10/25","N","Yes","Compliance Inspection","","",""
"{731FE52F-A200-4C2F-9A94-026776A5B772}","FE7FBF2D-1A26-4482-8926-1DE6F7F2A739","2012/03/26","N","No","Re-inspection","","",""
"{CBB0ACF5-DE7C-4BEB-9755-02692EF8DF67}","E59B1CEB-2616-4F06-A0F0-A08DB7D870CF","2011/08/03","N","No","Compliance Inspection","","",""
"{5FA67B82-26DF-4BC3-A012-02771BD6B9A8}","941E3328-D38B-4849-A1B1-75CB12A4FC1A","2012/11/22","N","No","Compliance Inspection","","Ticket Served - Part 1","2012-11-22 00:00:00"
"{D4766171-FB75-4B0F-A29C-02772E80C02B}","0BFBBA95-2DE7-43A0-B494-7C6090285898","2012/02/28","Y","No","Compliance Inspection","","Re-inspection Required",""
"{B357231A-0494-4B73-9FB4-0277E55AF35F}","595F363F-47CB-4287-BFA1-40CA45883CC3","2011/11/30","N","Yes","Compliance Inspection","","",""
"{37BCB641-58C0-4AAE-904D-02841AC7352F}","985E3877-05B5-4BF1-97AA-4CAB59083035","2012/01/17","N","No","Compliance Inspection","","",""
"{A28076DD-0F78-4E8A-8036-028EF1C647D5}","F047B861-3A76-49AE-BABF-C5D2E649FCED","2011/12/02","N","No","Compliance Inspection","","",""
"{EE3F83F8-202C-4E35-9A20-0290AFF6220F}","DAA0E80F-905B-4916-B71D-F2F37D8F5C5E","2012/06/19","N","Yes","Compliance Inspection","","",""
"{93B642C6-91FF-421C-89AC-02918818A457}","C600294C-693C-4246-9498-B7FD19189EC4","2011/12/06","Y","Yes","Compliance Inspection","","Re-inspection Required",""
"{4574F041-4348-4961-8171-0291B40D3449}","F2634F7B-B989-4CEB-8849-3535D06D3509","2012/02/01","N","No","Compliance Inspection","","",""
"{203C24EB-9053-451F-B1D6-029598C75935}","168DE799-0815-4A14-BD4F-192291C8B9B5","2011/08/24","Y","No","Compliance Inspection","","Re-inspection Required",""
"{CD5E9352-5F94-42D7-B29C-029A7940AD87}","1947E809-0862-48F8-B304-B2696BEC90D7","2011/12/16","Y","No","Re-inspection","","Re-inspection Required",""
"{46922DDA-E744-474F-9E5E-02A23F313462}","74B428DC-9A49-4DD9-B976-BA9044475856","2011/12/13","N","Yes","Compliance Inspection","","",""
"{77E5D424-3079-4AF3-858D-02A622FAD5A4}","D5C37591-CE62-4628-B4F5-DFD89855A40B","2012/10/11","N","Yes","Compliance Inspection","","",""
"{3F12D516-EDF8-433F-B608-02AC9E6A355D}","4CD5B161-8F8D-405D-A38D-17DA7B63969C","2011/03/03","N","No","Compliance Inspection","","",""
"{44372CBB-ED11-44B6-95DA-02AE48DE46F7}","C55FF998-AD8F-4C73-85F8-03158304A120","2012/01/31","N","No","Compliance Inspection","","",""
"{CAC6E0E7-EAC2-4D47-B91B-02AE7A2D33DF}","41F38FF9-3CA2-4CAC-A31C-8592B56175EF","2012/06/25","N","Yes","Compliance Inspection","","",""
"{F9F5E4DF-10CE-4B5F-842B-02B8294CA082}","38BA9C80-D5CC-4F2E-9251-26731CE68D57","2012/10/18","N","No","Re-inspection","","",""
"{94FE4916-527D-4558-9D85-02BB6839F3B1}","4B280F56-4E23-43FD-B4BF-257BB9F75A36","2012/01/05","N","No","Compliance Inspection","","",""
"{519B7A82-FCA3-4CCB-9DC2-02BD559DF982}","EF62BD1D-186B-4693-A1F6-172BD237122E","2012/06/04","N","Yes","Compliance Inspection","","",""
"{8F668920-BD23-4508-8158-02C12C02E2F5}","E1F79FE5-F32B-4A43-9AEC-BAD52FCC65A1","2012/04/26","N","No","Re-inspection","","",""
"{EEE704DA-9AC1-4819-862B-02C393DEA411}","E190280A-7798-4608-90F8-68ED4B54796D","2012/05/14","N","Yes","Compliance Inspection","","",""
"{6142D888-A85B-4544-953E-02CB260CA644}","4DDEB7F5-B9B3-439B-86DA-2859228F4EC9","2012/03/06","N","No","Compliance Inspection","","",""
"{D0DD6FF9-87E3-4FBC-8CB1-02CEA7AE5473}","F3036CCA-3F6F-4342-96F9-39F2346DCE84","2011/07/21","N","No","Compliance Inspection","","",""
"{11C0E341-F0F3-4985-8E5C-02D020335186}","EF173FB9-3549-4A6E-BDF4-D2A145CCCA2C","2012/11/26","N","No","Compliance Inspection","","",""
"{CE82F934-2F67-44A3-B712-02D356D2AD39}","EBD73C57-8316-4DE9-9F9A-54266633251E","2012/02/15","N","No","Compliance Inspection","","",""
"{C56E2C26-1B4D-44F0-B5BA-02D5DBA6DF18}","9009EE54-90C3-472E-944B-7F949885C320","2013/01/21","N","Yes","Compliance Inspection","","",""
"{620AE190-CAF5-4DE9-9223-02D6123301AA}","8FF0CCAF-33C5-4C1F-B668-78FB41A7AC29","2011/03/09","N","Yes","Compliance Inspection","","",""
"{EFB87FEF-3E1D-42C8-9D6A-02DAAB6ABA4B}","D5E200A1-B77D-4348-9ED4-B9997AF7CBD6","2012/10/29","N","No","Compliance Inspection","","",""
"{3F3011C6-3495-4F0E-8AB4-02E1D9B53CCD}","9D723170-5AE2-40D9-944E-6595E2319E0E","2012/01/24","N","No","Compliance Inspection","","",""
"{2563A9DC-553E-43C4-8667-02E4CED0680F}","C79B5309-DFA7-4528-8057-3E2830A67CFA","2012/03/08","N","No","Re-inspection","","",""
"{CB4D4C20-1250-4655-8F7B-02E573E7395C}","26B4D004-D121-44CC-9A46-7A25002AE1B4","2012/03/30","N","No","Compliance Inspection","","",""
"{59435DA1-9F2E-4779-A864-02E58B4650D5}","C89D172E-83FE-4637-BF46-32411B2E42D2","2011/04/28","N","Yes","Compliance Inspection","","",""
"{1D81DD0D-FA1A-4757-9B7B-02ED352BE494}","D23DF1FA-AC98-4173-BAD0-BBA3CE567C8C","2012/10/03","N","No","Compliance Inspection","","",""
"{676246A2-3879-4F0A-8C2B-02F8B65993BA}","E7391E36-9336-41B1-8DC8-BF739DCC5938","2011/10/31","Y","No","Compliance Inspection","","Re-inspection Required",""
"{95FC98C2-39B5-45E7-8CEF-02F9B6465913}","DC8E23C4-D766-458B-BF2C-0BB190054C2F","2012/01/17","N","No","Compliance Inspection","","",""
