"INSPECTION_ID","FACILITYID","INSPECTION_DATE","REQUIRE_REINSPECTION","CERTIFIED_FOOD_HANDLER","INSPECTION_TYPE","CHARGE_REVOCKED","Actions","CHARGE_DATE"
"{F1DB7656-98C1-4E16-9B2A-00510B1E468F}","E19C2206-9700-469F-9B8B-08D7C4088A0F","2013/11/08","N","No","Compliance Inspection","","",""
"{2A7962A4-4CFD-471E-AFF5-0051EA27F951}","9A32FA89-FE80-416D-AA59-339F904ED798","2013/06/10","N","No","Compliance Inspection","","",""
"{848C79BE-663D-4FBE-8A1C-005B765D530D}","C600294C-693C-4246-9498-B7FD19189EC4","2013/03/06","N","Yes","Compliance Inspection","","",""
"{89AD2397-EA8E-4A2D-93F6-005EBF4BD0B3}","C291A901-2DC9-43C7-B43B-80C636CB5A0A","2013/06/24","N","No","Compliance Inspection","","",""
"{E6A678E5-91B6-42E8-A251-006E4FA4D35C}","50F23487-B79B-439E-A9C2-43BE7255FFA1","2014/07/30","N","No","Compliance Inspection","","",""
"{49F7A530-54B6-4CEF-B3C8-0078F9CA3BAD}","337872C7-7627-497E-B005-1B1575BEE7B3","2013/09/25","N","No","Compliance Inspection","","",""
"{721E86C0-EE0F-4DE7-84E3-0078FF7D4A2C}","817B2E64-5132-4043-B7C2-BC0474902F89","2014/10/15","N","Yes","Compliance Inspection","","",""
"{F9776932-1A1C-4FF6-8B05-00799BF3334F}","136457F0-4061-40B0-AB3D-8266643FD38A","2013/10/28","N","No","Compliance Inspection","","",""
"{8E0A9925-D0A6-492B-9484-0080E3BFEA83}","B7CD650D-CDD5-4CAA-B0E8-9FE826A7045E","2013/06/17","N","Yes","Compliance Inspection","","",""
"{3E2FD9C3-A6BE-4E21-9CC9-008E308F5FB3}","B1B20CA2-42F2-40AB-81D0-F6C6E47B01D1","2013/08/01","N","No","Compliance Inspection","","",""
"{C26AD8F3-D9D9-4913-BAF9-00A256979BE8}","2BBD7346-58A8-43B5-A8FC-88A8F958C155","2014/09/24","Y","Yes","Compliance Inspection","","Re-inspection Required",""
"{51BC47B4-8C15-44B5-82D2-00A312C8F88D}","B10530AA-7300-406B-BA50-E4EEFDB33E9A","2013/03/26","Y","No","Compliance Inspection","","Re-inspection Required",""
"{A802C3AD-44B3-4571-A69B-00A65BCFCBA0}","17A9679F-BFB5-4996-B94A-256F20D03EB6","2013/04/11","N","No","Compliance Inspection","","",""
"{A755EAD7-2C3A-4344-A281-00A9EF9E9928}","D918FB35-DB2C-43C4-890B-4669B44D0B54","2014/10/15","N","No","Re-inspection","","",""
"{708582EE-23C4-4507-A126-00AD893B200C}","45DF7FE3-69A0-481F-8931-21475EC8D401","2014/03/25","N","Yes","Compliance Inspection","","",""
"{63BCD8DD-6909-4143-B036-00AEBE872C02}","C097FD69-30DD-4B43-8773-2B1DC4A4BE56","2013/02/11","N","Yes","Compliance Inspection","","",""
"{A296B08D-5A24-4B9F-B1F8-00B2C72DCDF8}","2CF5D7E5-D143-4706-A288-EEA18F8FE26F","2014/09/16","N","Yes","Compliance Inspection","","",""
"{4AF037FD-4CFF-4785-B274-00CFE724FE38}","CCC44F31-6CB4-4B1B-9907-32B58C230FA5","2013/08/27","N","Yes","Compliance Inspection","","",""
"{F05A2A9A-F4D5-4477-BF5D-00D1ADFD78F3}","EEBC7D62-1831-40C4-8826-12C82168B7AA","2013/11/28","Y","Yes","Compliance Inspection","","Re-inspection Required",""
"{3B0EB6CD-0E70-4ACD-8904-00D787002FB7}","A210ACB8-E7AD-4EB4-B903-7EFE43C3003E","2013/10/07","N","No","Compliance Inspection","","",""
"{1B573E84-84FB-40C2-AFC0-00D7F2E35105}","9764F20D-78D2-40AE-866C-9D7DF36DB095","2014/09/04","N","No","Compliance Inspection","","",""
"{EBE91AB1-A0B2-4844-93F9-00DD6594B02D}","C59B2D9A-8C4B-4D2D-BA73-613562E5D724","2014/06/04","Y","Yes","Compliance Inspection","","Re-inspection Required",""
"{52B98376-C0B2-4C0B-8B85-00E26FCC4468}","CB6509AF-BA34-481A-A3FD-AECD0E867D78","2013/02/11","Y","Yes","Compliance Inspection","","Re-inspection Required",""
"{E62A6F6A-A6C8-4F0E-A869-00E37C5A6EAD}","96A407DB-96EB-471F-B771-973A35F4C19E","2013/02/14","N","No","Compliance Inspection","","",""
"{0A465A0B-DACD-436E-9A40-00E6371FE189}","9836E4CC-DFE5-47CA-A83A-BF4E305B07CF","2014/11/10","N","No","Compliance Inspection","","",""
"{6CC970E2-F999-43FA-9E1B-00EA4A6A4480}","F815E7EE-F4EE-4C73-B4FB-4BEA2FB1E405","2013/12/05","N","No","Compliance Inspection","","",""
"{A91524FF-F38F-4024-81CA-00EB74FA9CD6}","ACBA6EE4-51B0-4569-A6FE-A487C113FBFE","2014/07/11","N","No","Compliance Inspection","","",""
"{72F7A483-648E-4848-8EC7-00EF0B1A5A20}","910941DC-A97D-4EC2-9E7C-7C510AE319CC","2014/09/25","Y","No","Re-inspection","","Re-inspection Required",""
"{D178350A-469F-431A-A8D7-00F1EF15B995}","5451BF7C-E860-4838-9412-02F195368955","2014/10/24","N","No","Compliance Inspection","","",""
"{4FA0A850-E4F2-499C-9E5B-00FAA74AFF5B}","18D82EF2-755F-4549-98A7-C5566143F6C2","2013/05/07","N","No","Compliance Inspection","","",""
"{5400F1FC-6A42-4E5B-9DDC-00FC9E0BA5DE}","9AACFC1A-28E6-41FC-BD35-DA32D9C3337F","2013/10/17","N","Yes","Compliance Inspection","","",""
"{83434D39-C405-4957-8995-00FCDA1D81E8}","CDF58559-F04A-48F5-894F-E2B814F9E17B","2013/09/19","N","No","Compliance Inspection","","",""
"{88BB3A5D-D78D-42AC-93AA-00FF955E816A}","EFFEDEC1-3E10-4C51-B7F5-882EFF09D73B","2014/10/01","N","No","Compliance Inspection","","",""
"{47BB5C6A-05E4-4718-BDD0-0100063CAF81}","57C9CB89-9864-496B-84D1-15B25749861A","2014/05/01","N","Yes","Compliance Inspection","","",""
"{444F1052-2955-46D1-8CE6-01015196BEAC}","82BE8114-B9DC-40B0-B2BA-4083FBDA69E2","2014/03/04","N","No","Compliance Inspection","","",""
"{273CB9DF-6656-48C9-B8BA-010D317829E1}","C7F4E643-EA3F-4AD2-A671-5BAD947DE2A2","2013/01/30","N","Yes","Compliance Inspection","","",""
"{D106939C-06E1-47A6-B4DA-0129D908A53B}","1637D023-E3A4-495E-8D78-F638C88292B9","2014/07/03","N","No","Compliance Inspection","","",""
"{616C97C9-5592-491F-9F74-012CADAF5267}","D918FB35-DB2C-43C4-890B-4669B44D0B54","2014/09/10","N","No","Compliance Inspection","","",""
"{9EC948FD-8445-4F53-9338-013C4F907DC0}","F377A3C4-783D-4B68-AA54-AD42902BF99D","2014/04/22","N","No","Compliance Inspection","","",""
"{D91740F4-4A6D-446E-A3AB-01549E2138E1}","A5A69163-F845-4E9B-A1E5-7E7010A0EC70","2013/07/11","Y","No","Re-inspection","","Re-inspection Required",""
"{65D2535C-E849-4307-8BF2-015ACF34CAD8}","DF262027-27AA-4635-BE49-93463B5F8EF6","2013/12/20","N","No","Compliance Inspection","","",""
"{8B631500-F3AE-4B25-A33F-015CC330F8A8}","0E0AEBC8-158D-44E1-A055-ACC3F9DF2A38","2013/01/09","N","No","Compliance Inspection","","",""
"{2F8E9514-C7F5-4A2C-BFE8-015CF0F1AAE1}","B6811D3C-C31D-4879-91B4-3C0FCC10276D","2014/07/09","Y","No","Re-inspection","","Re-inspection Required",""
"{37D968B4-E146-4D9F-A5D5-015DC3F36F64}","564C5B52-ED36-4113-BB20-3BDE0163E1A0","2014/10/30","N","Yes","Compliance Inspection","","",""
"{092F02BE-44F4-4140-B150-01601DCD1A81}","60408255-EFAD-492A-B074-11EDEA010483","2014/06/10","N","No","Compliance Inspection","","",""
"{C92088C2-3C1C-421A-BAFE-016788F82262}","5757C1CF-1126-4357-8D12-5D987315FEA1","2014/06/09","Y","Yes","Compliance Inspection","","Re-inspection Required",""
"{0052BCCF-0FE0-40EC-A2FD-0173AB760F4A}","FF2F3D19-32F9-4157-A3FA-011DD3AF8A79","2014/10/15","N","Yes","Compliance Inspection","","",""
"{53D38F89-976E-4F38-A275-017F9EAB5E1A}","8BAC5EA4-75CC-4E0B-B06A-CC2E9F3A7D2D","2012/12/12","N","No","Compliance Inspection","","",""
"{5C13F41A-885A-458B-AB00-01812DE288D7}","8E2ED856-2A16-409F-9F56-358A77633675","2014/08/13","N","Yes","Compliance Inspection","","",""
"{251B2359-9B35-4B34-98FA-0184560525EF}","65E6DAF6-22E1-4BAF-8370-D5CF3FD865F4","2014/03/28","N","Yes","Compliance Inspection","","",""
"{D515D2AF-EE8D-40BD-93B3-01879A616FF5}","4510F6F5-819C-47C5-8447-2A641AE9FAFE","2014/05/27","N","Yes","Compliance Inspection","","",""
"{6CAC8DEC-38C7-4EBD-BDCA-0187F689C286}","035017BE-90A2-460A-8322-036F10E224D4","2013/11/19","N","No","Compliance Inspection","","",""
"{A4C5B5AB-A8DB-4A6E-A759-018A4ADE1330}","9D1C5653-28C3-4959-9B4B-9CC7BBB61CAA","2014/05/22","N","No","Compliance Inspection","","",""
"{7B472793-50E8-4F2A-8123-018F5237156A}","D94AEC40-0AA4-4597-A6E3-AEFC9E93F905","2014/06/19","N","No","Compliance Inspection","","",""
"{E6447168-8048-47E8-9949-0197429DE0E0}","338FE98D-E399-4FEB-AE92-21EBEFCDCA32","2013/10/15","N","No","Compliance Inspection","","",""
"{77414F2D-812D-4B32-9FB3-019C1CB8B717}","51F5EE0A-C251-4F60-8A07-F7A6DA433AD5","2014/08/06","N","No","Compliance Inspection","","",""
"{8A4B552E-178C-4AEA-8945-019CF7DBC846}","EBD73C57-8316-4DE9-9F9A-54266633251E","2013/08/30","N","No","Compliance Inspection","","",""
"{20534DC0-9B32-4FE5-9D30-019E1F7DDE3F}","23A1F7FF-136D-469F-910B-6295EEE58BAC","2013/07/23","N","Yes","Compliance Inspection","","",""
"{5A3F442F-36E5-46BE-9D0B-01A1F1994C33}","082FB8AD-8EFD-4C2F-AE74-959CAB9FBD7C","2014/11/13","N","Yes","Compliance Inspection","","",""
"{890F48E6-D551-44EC-A07A-01A747242CE0}","79D55A56-4FCC-465A-86C6-B7A833AC2D84","2014/03/22","N","No","Compliance Inspection","","",""
"{E089A7AD-161D-43BB-8A1F-01A9D6EB09BE}","DD366075-F49C-497B-9BBB-8B13D7CE39C5","2013/10/30","N","Yes","Compliance Inspection","","",""
"{DDB5FB6D-7C0B-4DAE-8B3E-01BBD70C5B4A}","89BE9004-F2DC-4318-B9C6-09E5CE62894F","2014/11/21","N","No","Compliance Inspection","","",""
"{734E6F80-213A-485B-8346-01BE70C3F4F2}","CE422EF0-B24F-4BDB-8062-5F187D23B92F","2013/12/09","N","Yes","Compliance Inspection","","",""
"{E0EE9199-9155-48AD-AB78-01C69A55E2AF}","5451BF7C-E860-4838-9412-02F195368955","2013/11/26","N","No","Compliance Inspection","","",""
"{BD548692-3D6E-47FF-ABD2-01CC0C1C1B84}","1C96C962-8EAF-4590-9259-3DFCD99DCE09","2014/06/02","N","No","Compliance Inspection","","",""
"{8BF964D0-F041-4DB8-8F35-01CD8BBB1EB4}","452FA219-A949-4382-957B-14520DEDC039","2014/05/27","N","No","Compliance Inspection","","",""
"{9A4AD60F-59F0-488F-AD8A-01D8C71DC973}","98C8E2FE-3709-4F48-AFB5-8E1DBBA258FB","2013/03/15","N","No","Compliance Inspection","","",""
"{6780A279-8A52-4AF5-B7BB-01DA1E0917BC}","7B3D606E-7FB3-4AA4-9A80-0ACC68D80848","2012/12/11","N","Yes","Compliance Inspection","","",""
"{2B675EE7-7C8C-4B48-9CC0-01DD094BAF35}","2DE6F30D-79A4-4A16-9CC2-4E20844CAA8B","2013/11/15","N","No","Re-inspection","","",""
"{B226BA23-1D64-41E4-A184-01DD30D32C4B}","3034C2C4-AB81-4869-B89A-0DCBF11B0DDC","2013/10/07","N","No","Re-inspection","","",""
"{DF62A296-ADB6-4A15-AA7B-01DE4D90663B}","590155AC-48A2-4A63-A76A-49F52AE244A3","2014/08/06","N","No","Compliance Inspection","","",""
"{155669CF-C1D8-4A78-8A25-01DE879FB4D8}","FE2802B0-E330-4443-833B-D75140A0516B","2012/11/21","N","No","Compliance Inspection","","",""
"{AE47D3E7-70B9-4AFC-BBE6-01ECE747A04C}","28C3B204-8D0C-4256-8F1E-C51291522C89","2012/12/04","N","No","Compliance Inspection","","",""
"{DADC691C-6EDA-4A22-9633-01F3EA9FCF3A}","AA6B1D29-6EBE-4C18-927F-1D56F0105D2F","2013/09/12","N","No","Compliance Inspection","","",""
"{5A499FCC-C907-461E-8E4C-01F9CDFB4B60}","E9BCB1E2-83A7-4F95-9B6C-2ACFC0623B5E","2013/07/22","N","No","Compliance Inspection","","",""
"{79068C64-F852-474B-8022-01FC885A3FC0}","BBBAAC93-EC28-43BA-8A16-08E21FA2C268","2014/10/20","Y","No","Compliance Inspection","","Re-inspection Required",""
"{9B2588D0-71E8-40B8-A236-01FE3631624A}","1CDD24A3-1E22-468F-9C1E-055C6C365AFA","2013/11/26","N","No","Compliance Inspection","","",""
"{09BA95C4-548F-44BD-B5A8-01FF5B08C663}","DCBEAF24-7CA6-41FA-9149-1AB6BEED6770","2012/11/28","N","No","Compliance Inspection","","",""
"{6D38305D-45A1-4BD7-942F-02007F3C5AD2}","96A407DB-96EB-471F-B771-973A35F4C19E","2014/01/29","N","No","Compliance Inspection","","",""
"{0701E40A-C89D-4663-A6C5-02077C33E9E8}","F07EC035-9B15-41C6-9320-7347C7CD2CA7","2014/07/24","N","No","Compliance Inspection","","",""
"{E2A9E896-4607-432A-9B9D-020B77EFA812}","C1E6CEE3-ED13-4718-8B0F-4395BDF087FE","2014/02/06","N","Yes","Compliance Inspection","","",""
"{45205290-ECC4-4DD7-BD1D-020D09F302C5}","F5133590-17BD-4363-B486-0C6F893D320C","2013/10/15","N","No","Compliance Inspection","","",""
"{274F66A7-B90D-410F-BC53-020EF78CDAE0}","FAFB465B-732C-47D7-82F1-0CDE13F357F3","2013/04/24","N","Yes","Compliance Inspection","","",""
"{7A187C42-075B-4E96-87F9-02165EEA8B77}","CDB08944-7B2F-4626-91AF-5666E0325F82","2013/06/18","N","No","Compliance Inspection","","",""
"{ADCB05F9-C8E4-48E8-85E0-021F20E3C3CC}","D7AD6164-2F60-4F99-8537-109CD5DFA0A3","2014/05/16","N","No","Compliance Inspection","","",""
"{81DD8E54-7D75-431E-9F89-0222CB3CF4EE}","D03CE48E-53B1-4E1F-A20E-3B0631977AB6","2013/09/11","Y","No","Compliance Inspection","","Re-inspection Required",""
"{19E6074A-1FC3-4990-A4E1-0227D697862B}","953B059F-2483-484D-A0F4-37C90C1805AA","2014/01/09","N","No","Compliance Inspection","","",""
"{8DD05B71-10B6-49C0-96CC-022CC540E401}","8CA3DCD8-669C-42F3-AB0F-AE7EFC108DA1","2014/05/29","N","No","Re-inspection","","",""
"{DAAFFE26-B90D-40FA-8AB5-022CDA901FA2}","A7AC00CA-8031-44D4-8046-33ABC7D0C4B9","2013/02/11","N","No","Re-inspection","","",""
"{E702B04A-CE6B-402B-AA7F-0246FCCD2FC6}","3C34E3B6-BA53-4611-A860-2D06EE2FE544","2013/10/30","N","No","Compliance Inspection","","",""
"{55EE0333-6657-401B-A914-0248C1300501}","8EC58E69-53E0-49FC-9859-ED25C53ED071","2014/10/08","N","Yes","Compliance Inspection","","",""
"{4A291142-941A-4627-A167-0249919F1666}","F1453980-2520-459B-8A86-E559C690A570","2014/07/08","N","Yes","Compliance Inspection","","",""
"{E8560BC8-1F78-4B36-A3F7-024AF2383AAA}","BF4FA6B8-54D3-4550-AEB9-C969D7D6600D","2014/07/15","N","No","Compliance Inspection","","",""
"{693A05B4-7312-4692-9DBF-024D41E44C59}","0339E29A-BF1E-4787-AD55-85E5ACE8642F","2014/09/25","N","Yes","Compliance Inspection","","",""
"{15EF83C0-E0B2-4032-8B18-02500581DCD8}","FBD1A136-177F-40C7-AE38-20D7F252E7C0","2014/03/14","N","No","Compliance Inspection","","",""
"{0C6E57D4-AD47-4E22-A9C0-02510CCF6A34}","96D1BA53-3F96-4ABC-8392-871313676045","2014/01/06","N","Yes","Compliance Inspection","","",""
"{E6D4D697-665F-4370-8ECA-02525FEA7CFC}","45D27F55-CC0C-4E75-B293-86BDAF30A9F6","2013/10/02","N","No","Re-inspection","","",""
"{41F7AB1E-3477-4A64-863E-0252C956D6BA}","58E931B3-9D8A-4B09-A848-479503B06B30","2014/03/07","N","No","Re-inspection","","",""
"{C6A681EE-9D38-4DA0-8777-026551D9A25F}","BCDD05F1-CC12-4772-BFFA-7B68921935D9","2014/01/17","N","No","Compliance Inspection","","",""
"{4DE19E40-AB98-4E45-AAD3-026626B8C446}","20F54E0F-919F-472D-BA3F-40BDC81181C5","2014/05/27","N","No","Compliance Inspection","","",""
"{C5CDCE4C-0517-401F-A9E4-02673C7A6201}","9D0CC486-9CB4-4840-86F1-520F2A5ED17D","2014/07/11","N","No","Compliance Inspection","","",""
"{1EDC8D97-E781-4853-994A-026CD31AB297}","8ED0E00D-3D91-4A20-95FD-5CA74932C8CD","2013/05/31","N","Yes","Compliance Inspection","","",""
"{D0BD2B99-7D8F-4083-AA1E-026D30ACF716}","30431B55-0CF0-49AE-A224-86D8872C5849","2013/08/27","N","No","Compliance Inspection","","",""
"{D6CD4E5F-1866-4F5B-BE29-026ECE389808}","77713AF7-CA1F-48D5-82CC-9CE838385935","2014/08/18","N","Yes","Compliance Inspection","","",""
"{5FA67B82-26DF-4BC3-A012-02771BD6B9A8}","941E3328-D38B-4849-A1B1-75CB12A4FC1A","2012/11/22","N","No","Compliance Inspection","","Ticket Served",""
"{1001A642-FD4E-4BA1-9AD2-027AE0C56EF2}","593556B5-5F4C-450E-A884-8EF0F44C0CA6","2013/08/12","N","No","Compliance Inspection","","",""
"{97F23DEC-FB5E-432B-AB61-029816BB0BC5}","5EF2F178-EEB2-491D-90D5-9F38DA12C592","2013/04/23","N","No","Compliance Inspection","","",""
"{EDCC8E9E-8CA0-4093-906D-029DBC3983E2}","8963EF03-2C1E-4C14-A17A-283B4F27C89F","2014/06/12","N","Yes","Compliance Inspection","","",""
"{2903603F-072E-4495-8BBB-02A06313EDF3}","CEF2A909-B499-4A92-8F5A-7637E0145A05","2013/09/24","N","No","Compliance Inspection","","",""
"{C32AB6A6-55F1-4F33-9824-02A4E211CA09}","FFE0ABB2-3322-4B40-94B2-72D959095BCB","2014/07/31","N","Yes","Compliance Inspection","","",""
"{43A51F6D-5A60-43F4-AA34-02A831AC0889}","62759455-2FE1-4B3F-B563-7D1777F3D306","2013/10/15","N","No","Compliance Inspection","","",""
"{BC4A1CEF-C9B7-4C5D-9DC3-02B0BE07D3B4}","919F8027-C221-485F-B4C8-7BE544C8281D","2013/07/19","N","Yes","Compliance Inspection","","",""
"{0C5080C8-F809-445A-832B-02B0F4FECBCB}","E60D2ED3-FE9A-485B-BE6E-74FE49D89A51","2014/10/24","N","No","Compliance Inspection","","",""
"{DF169445-1E1B-44E6-A402-02B8F3027853}","CA2DE6BF-1AAA-44A2-A8F1-32AF9E2D0B93","2014/02/12","N","Yes","Compliance Inspection","","",""
"{A672DF06-12E3-403B-90D0-02BD36D4593E}","D2A498C5-10DB-4F47-B009-4E06843F97F8","2013/03/11","N","Yes","Compliance Inspection","","",""
"{0D04A47C-0C2C-4556-84B5-02C110CD0581}","979069CE-517E-4774-9009-E428908ECBD2","2014/07/21","N","No","Compliance Inspection","","",""
"{0E99239D-D817-4F0B-89B3-02C890F3F8E3}","D2C18D4C-C8CF-4B62-AA01-16D5EAFE869F","2014/11/06","N","Yes","Compliance Inspection","","",""
"{0B7448AF-DEAE-436A-A5D7-02CFE4152D8B}","2CC3DE9E-47E3-42E2-9815-7195817AED0E","2014/01/14","N","No","Compliance Inspection","","",""
"{11C0E341-F0F3-4985-8E5C-02D020335186}","EF173FB9-3549-4A6E-BDF4-D2A145CCCA2C","2012/11/26","N","No","Compliance Inspection","","",""
"{C9CC3F37-EB73-434D-A71E-02D2F8D5A451}","7EEBD4C2-6873-4138-ABF5-FF9935CA2169","2013/05/22","N","No","Compliance Inspection","","",""
"{23D06485-DD8B-4440-AE93-02D3EB71BEEB}","16711EF9-70A8-42ED-B747-3ED1CBD4C90B","2013/04/12","N","No","Re-inspection","","",""
"{C56E2C26-1B4D-44F0-B5BA-02D5DBA6DF18}","9009EE54-90C3-472E-944B-7F949885C320","2013/01/21","N","Yes","Compliance Inspection","","",""
"{0E7ECB8E-BE5C-4362-A6E8-02D6574AA165}","EB7054CF-7490-423D-90E6-56726E21BA61","2014/11/05","N","Yes","Compliance Inspection","","",""
"{C62455F5-7AD3-4876-B254-02DC8549B35D}","20DE0F1C-3C88-4A2C-ACAA-4DD16F4EABC4","2014/02/10","N","No","Re-inspection","","",""
"{253834CD-29F0-4FC8-A2ED-02DEAAC2C7B4}","5A560092-34A7-4E67-BF8E-B760D96E6464","2013/12/03","N","No","Compliance Inspection","","",""
"{E1F9E836-3784-4163-937B-02E02ABDC3F8}","E0C7316B-7EF2-4204-B613-3FDAC0156895","2014/07/10","N","Yes","Compliance Inspection","","",""
"{FFDD7558-57A5-4383-A4A4-02ECA1C3FBEB}","905AF33A-E52D-4208-9509-8F670297CC4A","2013/10/28","N","No","Compliance Inspection","","",""
"{FADBB3F9-290A-4A71-8581-02EF8127C1D6}","39FFDBF1-3343-4A98-B7C3-85CFA4808337","2014/01/20","N","No","Compliance Inspection","","",""
"{D88BA4C6-915D-4AD7-B3F0-02F71AAB85C1}","A585FDFA-D53D-45AA-8952-317192BC2129","2013/12/11","N","No","Compliance Inspection","","",""
"{17B7591A-14D7-4392-B016-02FA0E33A0E0}","03EDD5BC-12E2-4189-85A2-5B01D425F891","2014/07/09","N","Yes","Compliance Inspection","","",""
"{C172EDF0-9BE1-490F-B656-03021DCD67A2}","71968A64-2CBE-498E-B591-2D98FD3A5908","2014/08/27","N","Yes","Compliance Inspection","","",""
"{E7EBEE74-03B9-4DDE-ADAB-030B5AA3A37F}","EA07BA6E-20A8-483D-8CDB-69BBA6E1E70F","2014/03/22","N","No","Compliance Inspection","","",""
"{A979129F-033E-4B19-8F29-03123EA461EC}","FBE84A81-81CB-4C8F-819F-3EC3BBD5381C","2014/04/02","N","Yes","Compliance Inspection","","",""
"{BFDFEDA3-0A88-4396-B11B-0319A4E92DAE}","1C88BD2D-A9BD-4A1A-9071-4004B77CCCC2","2014/03/22","N","No","Compliance Inspection","","",""
"{00945A16-070E-49E2-B5A1-031C9C61AA47}","C55D5EFB-D5BD-41E7-ACDA-501B59857973","2014/02/06","N","Yes","Compliance Inspection","","",""
"{03C3E382-0C31-42F6-83A3-031D5DB29E67}","75457425-3C84-4677-A7AE-D3AEB09FD140","2014/04/24","N","No","Compliance Inspection","","",""
"{5C115631-5883-407A-B87D-032084A757E0}","B6F85BE2-2FAB-425E-9494-CDF6D85E2FBD","2013/11/08","N","Yes","Compliance Inspection","","",""
"{67A38BC5-7BF6-4BA3-9ED6-0323C481B5A2}","73ED4BE6-3CA3-4602-8FE6-835F80CE0523","2014/07/04","N","No","Compliance Inspection","","",""
"{07AE8E86-49BF-4750-BAC7-0324E61E2680}","F9717A01-77B4-427B-B2EC-85577529E0E7","2014/10/15","N","No","Compliance Inspection","","",""
"{78D485F3-1A34-43EE-8397-032517BFE413}","EF026807-B93D-463E-8F3C-D327ECE52BDA","2012/12/05","N","No","Compliance Inspection","","",""
"{EE68DBBD-CEF6-4ADE-8B45-03256CC2D1ED}","68D27181-2E23-4AAD-834C-B58EB536A382","2013/11/05","N","Yes","Compliance Inspection","","",""
"{031558B3-E6DA-40D2-B9D4-03291205D6AD}","8FF0CCAF-33C5-4C1F-B668-78FB41A7AC29","2014/01/06","N","Yes","Compliance Inspection","","",""
"{B8431E74-FA1A-4CE4-9355-032AC2FFFD96}","3035C230-47FB-4FE7-A992-9FA8FCBEFA32","2013/02/07","N","No","Compliance Inspection","","",""
